idTransactional,dataTransactional,value,statusGateway
TRX-027804,2026-08-22,1952.08,APPROVED
TRX-026352,2026-08-20,1968.46,APPROVED
TRX-003962,2026-08-26,1843.99,APPROVED
TRX-007943,2026-08-11,743.45,APPROVED
TRX-018344,2026-08-27,1596.78,APPROVED
TRX-015031,2026-09-01,463.05,APPROVED
TRX-038386,2026-09-02,153.82,APPROVED
TRX-007482,2026-08-22,188.41,APPROVED
TRX-022500,2026-08-14,1593.36,APPROVED
TRX-040616,2026-09-02,865.23,APPROVED
TRX-006553,2026-08-17,1774.02,APPROVED
TRX-036365,2026-08-18,708.27,APPROVED
TRX-026237,2026-08-22,315.73,APPROVED
TRX-013137,2026-09-05,1433.65,APPROVED
TRX-035568,2026-08-19,1918.03,APPROVED
TRX-015982,2026-09-05,276.85,APPROVED
TRX-014600,2026-08-30,1477.96,APPROVED
TRX-035152,2026-08-13,1316.29,APPROVED
TRX-040788,2026-09-05,1387.73,APPROVED
TRX-040545,2026-08-22,1330.58,APPROVED
TRX-044022,2026-08-18,1180.32,DECLINED
TRX-021486,2026-09-07,1263.03,APPROVED
TRX-037648,2026-08-26,1981.32,APPROVED
TRX-029974,2026-08-25,1653.30,APPROVED
TRX-016151,2026-08-22,827.05,APPROVED
TRX-015638,2026-08-23,1808.10,APPROVED
TRX-000674,2026-08-08,1894.79,APPROVED
TRX-012210,2026-09-05,1816.61,APPROVED
TRX-040300,2026-08-16,1558.08,APPROVED
TRX-007904,2026-09-06,680.94,APPROVED
TRX-023157,2026-08-24,1473.22,APPROVED
TRX-016175,2026-09-05,1522.03,APPROVED
TRX-038366,2026-08-24,1217.51,APPROVED
TRX-005871,2026-08-23,333.12,APPROVED
TRX-008470,2026-09-01,419.92,APPROVED
TRX-012322,2026-08-30,626.91,APPROVED
TRX-000434,2026-08-26,593.80,APPROVED
TRX-036792,2026-08-26,1139.63,APPROVED
TRX-017861,2026-09-02,229.65,APPROVED
TRX-035635,2026-08-20,783.32,APPROVED
TRX-024407,2026-08-17,408.39,APPROVED
TRX-020594,2026-09-04,1721.03,APPROVED
TRX-025430,2026-08-14,854.41,APPROVED
TRX-022979,2026-08-22,785.58,APPROVED
TRX-032100,2026-08-28,470.83,APPROVED
TRX-020854,2026-08-11,1304.70,APPROVED
TRX-033205,2026-08-08,1865.63,APPROVED
TRX-021136,2026-08-16,1061.25,APPROVED
TRX-029583,2026-08-21,1293.22,APPROVED
TRX-021120,2026-09-04,709.20,APPROVED
TRX-015353,2026-08-26,1607.26,APPROVED
TRX-011433,2026-08-15,261.23,APPROVED
TRX-015068,2026-08-31,263.72,APPROVED
TRX-004913,2026-08-17,1645.16,APPROVED
TRX-010457,2026-09-02,1318.04,APPROVED
TRX-027027,2026-08-10,1194.87,APPROVED
TRX-015623,2026-09-07,1100.45,APPROVED
TRX-022772,2026-08-19,1954.69,APPROVED
TRX-044660,2026-08-31,291.36,DECLINED
TRX-034725,2026-08-16,962.50,APPROVED
TRX-017290,2026-08-15,603.16,APPROVED
TRX-026083,2026-09-01,1320.62,APPROVED
TRX-020277,2026-08-12,1409.47,APPROVED
TRX-003474,2026-08-18,1578.80,APPROVED
TRX-016755,2026-08-09,327.91,APPROVED
TRX-003716,2026-09-04,732.01,APPROVED
TRX-017180,2026-08-30,756.48,APPROVED
TRX-020858,2026-08-25,1272.73,APPROVED
TRX-035671,2026-09-05,69.18,APPROVED
TRX-001661,2026-08-19,185.20,APPROVED
TRX-029681,2026-08-23,1950.49,APPROVED
TRX-013356,2026-08-15,705.10,APPROVED
TRX-000961,2026-08-24,1619.30,APPROVED
TRX-008848,2026-08-18,1546.62,APPROVED
TRX-023917,2026-08-18,1377.98,APPROVED
TRX-024029,2026-08-19,144.54,APPROVED
TRX-020501,2026-08-16,888.46,APPROVED
TRX-024167,2026-08-08,726.56,APPROVED
TRX-013484,2026-09-02,1703.17,APPROVED
TRX-001200,2026-08-19,1692.58,APPROVED
TRX-021517,2026-09-03,666.47,APPROVED
TRX-033291,2026-09-05,1914.48,APPROVED
TRX-035627,2026-08-17,1220.68,APPROVED
TRX-028546,2026-08-26,1894.88,APPROVED
TRX-030691,2026-08-20,481.59,APPROVED
TRX-019948,2026-08-21,349.50,APPROVED
TRX-031274,2026-08-18,312.74,APPROVED
TRX-040529,2026-09-01,672.53,APPROVED
TRX-026962,2026-08-13,459.93,APPROVED
TRX-043632,2026-08-29,408.18,DECLINED
TRX-016511,2026-08-16,1785.15,APPROVED
TRX-028358,2026-08-25,374.96,APPROVED
TRX-005725,2026-08-22,361.30,APPROVED
TRX-010318,2026-08-29,1344.78,APPROVED
TRX-045832,2026-08-22,977.79,CANCELLED
TRX-006057,2026-08-20,1697.33,APPROVED
TRX-006348,2026-08-13,36.76,APPROVED
TRX-009355,2026-08-29,1173.07,APPROVED
TRX-019845,2026-08-21,598.68,APPROVED
TRX-003683,2026-09-01,663.11,APPROVED
TRX-027777,2026-09-04,429.79,APPROVED
TRX-022596,2026-08-15,1017.27,APPROVED
TRX-033176,2026-09-04,810.11,APPROVED
TRX-007861,2026-08-29,563.48,APPROVED
TRX-028805,2026-08-30,345.03,APPROVED
TRX-001443,2026-09-05,1559.29,APPROVED
TRX-045387,2026-08-27,309.37,CANCELLED
TRX-026398,2026-08-28,358.82,APPROVED
TRX-015337,2026-08-12,179.54,APPROVED
TRX-021651,2026-08-19,882.25,APPROVED
TRX-036769,2026-09-04,1049.61,APPROVED
TRX-034333,2026-09-03,1082.37,APPROVED
TRX-020998,2026-08-12,432.40,APPROVED
TRX-009267,2026-08-24,233.96,APPROVED
TRX-019808,2026-08-28,131.14,APPROVED
TRX-034711,2026-08-22,919.89,APPROVED
TRX-011450,2026-08-16,486.71,APPROVED
TRX-027714,2026-08-29,136.57,APPROVED
TRX-016927,2026-08-26,1304.32,APPROVED
TRX-039814,2026-08-30,1686.46,APPROVED
TRX-012430,2026-09-01,535.94,APPROVED
TRX-001954,2026-08-31,95.19,APPROVED
TRX-036694,2026-08-18,749.09,APPROVED
TRX-042976,2026-08-08,1370.30,APPROVED
TRX-008059,2026-08-18,192.09,APPROVED
TRX-007310,2026-08-29,586.82,APPROVED
TRX-024949,2026-08-22,630.80,APPROVED
TRX-024169,2026-08-18,1706.62,APPROVED
TRX-031185,2026-08-10,1131.56,APPROVED
TRX-016360,2026-08-23,764.92,APPROVED
TRX-022059,2026-08-21,1042.44,APPROVED
TRX-029989,2026-08-26,1752.23,APPROVED
TRX-028825,2026-08-27,799.83,APPROVED
TRX-015901,2026-09-03,1549.84,APPROVED
TRX-037405,2026-08-10,308.09,APPROVED
TRX-006934,2026-08-23,333.27,APPROVED
TRX-036394,2026-09-01,1963.72,APPROVED
TRX-018927,2026-09-03,37.24,APPROVED
TRX-025191,2026-08-27,1061.36,APPROVED
TRX-011280,2026-08-26,32.58,APPROVED
TRX-033675,2026-08-11,939.70,APPROVED
TRX-018937,2026-08-13,726.90,APPROVED
TRX-003017,2026-08-13,1230.72,APPROVED
TRX-043135,2026-09-04,677.95,DECLINED
TRX-010016,2026-08-14,337.12,APPROVED
TRX-025158,2026-08-21,1496.51,APPROVED
TRX-024535,2026-08-17,279.96,APPROVED
TRX-014962,2026-08-31,107.42,APPROVED
TRX-002751,2026-08-09,16.58,APPROVED
TRX-021573,2026-08-27,510.76,APPROVED
TRX-034742,2026-08-18,1311.64,APPROVED
TRX-005337,2026-08-25,29.54,APPROVED
TRX-023560,2026-08-24,80.63,APPROVED
TRX-035505,2026-08-11,1339.67,APPROVED
TRX-034940,2026-08-19,538.98,APPROVED
TRX-040128,2026-08-14,241.16,APPROVED
TRX-027281,2026-08-21,392.11,APPROVED
TRX-041992,2026-08-08,758.52,APPROVED
TRX-017557,2026-08-15,1011.93,APPROVED
TRX-043311,2026-08-20,114.03,DECLINED
TRX-001254,2026-08-19,909.46,APPROVED
TRX-018711,2026-09-04,1092.91,APPROVED
TRX-035619,2026-08-20,33.93,APPROVED
TRX-014529,2026-08-30,707.76,APPROVED
TRX-009403,2026-08-20,1179.44,APPROVED
TRX-022537,2026-08-23,1349.84,APPROVED
TRX-029967,2026-08-10,1808.34,APPROVED
TRX-011962,2026-09-01,1749.26,APPROVED
TRX-033007,2026-08-16,50.26,APPROVED
TRX-026441,2026-08-22,1984.07,APPROVED
TRX-040241,2026-08-14,1130.83,APPROVED
TRX-008735,2026-08-18,1907.78,APPROVED
TRX-037486,2026-08-27,1536.59,APPROVED
TRX-000454,2026-08-15,1374.74,APPROVED
TRX-012396,2026-08-15,1972.05,APPROVED
TRX-009604,2026-08-30,200.60,APPROVED
TRX-024769,2026-08-28,507.47,APPROVED
TRX-034264,2026-08-17,184.20,APPROVED
TRX-026449,2026-09-02,1351.37,APPROVED
TRX-042531,2026-08-13,377.19,APPROVED
TRX-041254,2026-08-17,1352.14,APPROVED
TRX-029565,2026-09-03,224.70,APPROVED
TRX-005156,2026-09-03,1979.97,APPROVED
TRX-017545,2026-09-03,1651.56,APPROVED
TRX-028774,2026-08-27,1863.43,APPROVED
TRX-001478,2026-08-31,1576.11,APPROVED
TRX-038873,2026-09-06,1558.45,APPROVED
TRX-029189,2026-08-22,1336.56,APPROVED
TRX-036399,2026-09-01,1969.55,APPROVED
TRX-008817,2026-09-01,1267.92,APPROVED
TRX-004484,2026-08-21,571.59,APPROVED
TRX-019282,2026-08-27,214.19,APPROVED
TRX-031207,2026-08-08,1276.11,APPROVED
TRX-043198,2026-09-02,1223.57,CHARGEBACK
TRX-016447,2026-08-29,1956.89,APPROVED
TRX-003445,2026-08-24,1698.70,APPROVED
TRX-029368,2026-09-05,152.98,APPROVED
TRX-025414,2026-08-20,1378.38,APPROVED
TRX-044075,2026-08-12,199.47,REFUNDED
TRX-006063,2026-08-28,1874.48,APPROVED
TRX-002244,2026-08-16,701.85,APPROVED
TRX-027908,2026-09-02,1730.78,APPROVED
TRX-027013,2026-08-29,1646.67,APPROVED
TRX-025774,2026-08-11,102.90,APPROVED
TRX-038749,2026-08-14,1538.18,APPROVED
TRX-014774,2026-08-16,1755.13,APPROVED
TRX-007471,2026-08-10,1152.43,APPROVED
TRX-021735,2026-08-18,858.48,APPROVED
TRX-022546,2026-08-27,292.64,APPROVED
TRX-045423,2026-08-09,292.17,CANCELLED
TRX-019551,2026-08-25,1303.71,APPROVED
TRX-002027,2026-08-28,515.02,APPROVED
TRX-038062,2026-08-19,365.18,APPROVED
TRX-006013,2026-08-27,1638.55,APPROVED
TRX-024184,2026-08-23,1565.63,APPROVED
TRX-006789,2026-08-21,766.52,APPROVED
TRX-018729,2026-08-09,681.33,APPROVED
TRX-015035,2026-08-19,1921.75,APPROVED
TRX-020071,2026-08-25,1813.57,APPROVED
TRX-005548,2026-08-13,1652.89,APPROVED
TRX-015280,2026-08-28,1251.25,APPROVED
TRX-028698,2026-08-15,708.73,APPROVED
TRX-004571,2026-08-17,329.77,APPROVED
TRX-012084,2026-08-18,246.22,APPROVED
TRX-045631,2026-08-16,741.94,CANCELLED
TRX-016899,2026-09-06,993.27,APPROVED
TRX-006547,2026-08-10,1966.73,APPROVED
TRX-028223,2026-08-26,565.88,APPROVED
TRX-002338,2026-08-16,1235.83,APPROVED
TRX-039132,2026-08-24,810.60,APPROVED
TRX-006914,2026-08-30,1911.78,APPROVED
TRX-016208,2026-09-02,1684.55,APPROVED
TRX-031278,2026-08-30,1243.74,APPROVED
TRX-014061,2026-08-26,301.79,APPROVED
TRX-042213,2026-08-18,544.92,APPROVED
TRX-041950,2026-08-16,503.95,APPROVED
TRX-019513,2026-08-26,149.03,APPROVED
TRX-023188,2026-09-02,522.20,APPROVED
TRX-012810,2026-08-27,1885.36,APPROVED
TRX-026160,2026-08-28,1351.86,APPROVED
TRX-026246,2026-08-19,1792.41,APPROVED
TRX-021471,2026-08-11,1129.19,APPROVED
TRX-042967,2026-08-20,411.18,APPROVED
TRX-036846,2026-08-30,1595.12,APPROVED
TRX-027464,2026-08-15,650.93,APPROVED
TRX-020887,2026-08-11,754.86,APPROVED
TRX-030694,2026-08-31,833.98,APPROVED
TRX-035011,2026-09-01,1619.43,APPROVED
TRX-029157,2026-08-10,658.68,APPROVED
TRX-028644,2026-08-30,403.84,APPROVED
TRX-000007,2026-09-01,62.81,APPROVED
TRX-018703,2026-08-22,852.52,APPROVED
TRX-016210,2026-09-04,1059.52,APPROVED
TRX-020241,2026-09-04,17.21,APPROVED
TRX-018145,2026-08-21,941.87,APPROVED
TRX-021182,2026-08-25,224.69,APPROVED
TRX-038970,2026-09-05,1904.68,APPROVED
TRX-037756,2026-08-15,1411.45,APPROVED
TRX-008851,2026-08-26,776.88,APPROVED
TRX-020719,2026-08-20,1759.56,APPROVED
TRX-029841,2026-09-03,348.60,APPROVED
TRX-013858,2026-08-14,1364.43,APPROVED
TRX-033488,2026-08-12,1469.46,APPROVED
TRX-021696,2026-08-15,519.55,APPROVED
TRX-038694,2026-08-09,856.44,APPROVED
TRX-022364,2026-08-24,1760.61,APPROVED
TRX-040877,2026-09-03,1255.07,APPROVED
TRX-029424,2026-08-22,1994.75,APPROVED
TRX-024018,2026-08-16,1562.17,APPROVED
TRX-021481,2026-08-23,1435.98,APPROVED
TRX-043037,2026-08-11,1021.59,REFUNDED
TRX-027780,2026-08-22,1372.50,APPROVED
TRX-028090,2026-08-17,1980.39,APPROVED
TRX-040636,2026-08-24,191.93,APPROVED
TRX-012546,2026-08-17,1677.97,APPROVED
TRX-036909,2026-08-18,721.71,APPROVED
TRX-007787,2026-08-26,194.28,APPROVED
TRX-016576,2026-08-30,1643.31,APPROVED
TRX-006524,2026-08-21,1255.97,APPROVED
TRX-035769,2026-08-23,809.34,APPROVED
TRX-012812,2026-08-26,584.26,APPROVED
TRX-035449,2026-08-17,188.75,APPROVED
TRX-028748,2026-09-06,543.49,APPROVED
TRX-019210,2026-08-12,1607.58,APPROVED
TRX-022361,2026-08-11,232.30,APPROVED
TRX-031131,2026-09-06,1984.92,APPROVED
TRX-005231,2026-08-29,471.47,APPROVED
TRX-002914,2026-08-12,135.27,APPROVED
TRX-033228,2026-08-21,1104.30,APPROVED
TRX-006218,2026-08-18,409.29,APPROVED
TRX-006324,2026-08-24,620.21,APPROVED
TRX-017719,2026-08-26,1236.92,APPROVED
TRX-035890,2026-08-22,1033.26,APPROVED
TRX-005629,2026-09-01,1750.55,APPROVED
TRX-021936,2026-08-12,452.52,APPROVED
TRX-034095,2026-08-25,109.90,APPROVED
TRX-014569,2026-08-21,979.16,APPROVED
TRX-019177,2026-09-05,809.98,APPROVED
TRX-016604,2026-08-20,1233.31,APPROVED
TRX-000694,2026-08-17,1661.23,APPROVED
TRX-031572,2026-08-10,418.96,APPROVED
TRX-034965,2026-08-28,1852.17,APPROVED
TRX-032272,2026-08-17,19.01,APPROVED
TRX-040850,2026-08-27,198.60,APPROVED
TRX-029297,2026-08-21,835.47,APPROVED
TRX-018908,2026-08-15,656.26,APPROVED
TRX-011598,2026-08-28,1986.91,APPROVED
TRX-029580,2026-08-18,102.95,APPROVED
TRX-019574,2026-08-28,368.10,APPROVED
TRX-000941,2026-08-23,816.78,APPROVED
TRX-011849,2026-08-10,467.93,APPROVED
TRX-007745,2026-08-28,990.50,APPROVED
TRX-028970,2026-08-09,1610.77,APPROVED
TRX-044859,2026-08-22,1249.67,REFUNDED
TRX-030350,2026-08-22,1859.28,APPROVED
TRX-021608,2026-08-26,1279.67,APPROVED
TRX-044887,2026-09-03,1085.05,REFUNDED
TRX-043545,2026-08-21,1208.04,CHARGEBACK
TRX-045930,2026-08-29,492.32,CANCELLED
TRX-023280,2026-08-14,1281.39,APPROVED
TRX-019877,2026-08-23,50.89,APPROVED
TRX-021971,2026-08-28,1699.49,APPROVED
TRX-042174,2026-08-14,404.54,APPROVED
TRX-025902,2026-08-10,1410.28,APPROVED
TRX-022137,2026-08-09,1247.14,APPROVED
TRX-031823,2026-08-23,1613.52,APPROVED
TRX-001991,2026-08-30,1322.70,APPROVED
TRX-042508,2026-09-02,1497.79,APPROVED
TRX-042608,2026-08-23,768.25,APPROVED
TRX-010154,2026-09-01,1660.73,APPROVED
TRX-038832,2026-08-21,1066.42,APPROVED
TRX-026640,2026-08-25,793.69,APPROVED
TRX-008342,2026-08-24,1547.13,APPROVED
TRX-016266,2026-08-10,678.77,APPROVED
TRX-041340,2026-08-25,651.74,APPROVED
TRX-034513,2026-08-27,1552.11,APPROVED
TRX-034241,2026-08-25,531.97,APPROVED
TRX-009089,2026-08-21,507.05,APPROVED
TRX-004818,2026-09-04,301.70,APPROVED
TRX-039006,2026-09-04,1909.46,APPROVED
TRX-007173,2026-08-13,1564.97,APPROVED
TRX-036775,2026-08-21,282.08,APPROVED
TRX-006891,2026-08-15,980.16,APPROVED
TRX-018232,2026-08-27,1900.20,APPROVED
TRX-021999,2026-08-23,1772.03,APPROVED
TRX-030455,2026-08-16,212.44,APPROVED
TRX-014690,2026-08-13,1719.62,APPROVED
TRX-039157,2026-08-11,305.59,APPROVED
TRX-019843,2026-08-15,1737.03,APPROVED
TRX-005742,2026-08-21,1222.96,APPROVED
TRX-005919,2026-08-18,1102.31,APPROVED
TRX-012971,2026-08-18,158.26,APPROVED
TRX-006481,2026-08-22,311.62,APPROVED
TRX-000145,2026-08-29,852.92,APPROVED
TRX-023156,2026-08-20,1823.78,APPROVED
TRX-006447,2026-08-19,500.71,APPROVED
TRX-016824,2026-08-10,1303.52,APPROVED
TRX-014767,2026-09-02,55.49,APPROVED
TRX-017226,2026-08-30,392.36,APPROVED
TRX-036000,2026-09-04,448.94,APPROVED
TRX-017387,2026-09-01,30.24,APPROVED
TRX-043706,2026-08-28,789.43,REFUNDED
TRX-037635,2026-09-01,1474.70,APPROVED
TRX-006041,2026-08-26,1070.33,APPROVED
TRX-024312,2026-08-29,1317.40,APPROVED
TRX-043877,2026-08-23,716.19,CHARGEBACK
TRX-018329,2026-08-22,1981.74,APPROVED
TRX-028958,2026-08-26,822.40,APPROVED
TRX-020815,2026-09-03,215.34,APPROVED
TRX-002125,2026-08-17,802.82,APPROVED
TRX-009351,2026-08-21,1076.78,APPROVED
TRX-045612,2026-08-14,155.33,CANCELLED
TRX-032584,2026-09-05,986.23,APPROVED
TRX-016246,2026-08-18,1373.98,APPROVED
TRX-027012,2026-09-05,435.18,APPROVED
TRX-011509,2026-08-15,1087.73,APPROVED
TRX-027389,2026-08-14,935.96,APPROVED
TRX-043185,2026-08-21,740.61,REFUNDED
TRX-020529,2026-08-26,1781.25,APPROVED
TRX-022144,2026-08-28,1730.22,APPROVED
TRX-026991,2026-08-19,352.75,APPROVED
TRX-020483,2026-08-17,95.35,APPROVED
TRX-023281,2026-08-21,1492.72,APPROVED
TRX-025457,2026-08-14,671.22,APPROVED
TRX-041081,2026-08-18,837.90,APPROVED
TRX-002806,2026-08-31,1387.79,APPROVED
TRX-012203,2026-08-20,1533.36,APPROVED
TRX-017364,2026-08-31,1370.19,APPROVED
TRX-032066,2026-08-11,1968.61,APPROVED
TRX-020372,2026-08-09,1692.18,APPROVED
TRX-033805,2026-08-15,20.47,APPROVED
TRX-009911,2026-08-18,1910.43,APPROVED
TRX-011160,2026-08-24,668.03,APPROVED
TRX-044829,2026-08-21,456.98,CHARGEBACK
TRX-038797,2026-08-21,460.58,APPROVED
TRX-007374,2026-08-16,1546.35,APPROVED
TRX-016061,2026-08-14,135.63,APPROVED
TRX-023173,2026-08-26,1336.02,APPROVED
TRX-042883,2026-08-17,124.15,APPROVED
TRX-034580,2026-08-30,1268.35,APPROVED
TRX-018774,2026-08-24,1204.31,APPROVED
TRX-032263,2026-09-03,1015.18,APPROVED
TRX-044977,2026-08-20,265.95,CHARGEBACK
TRX-032033,2026-08-23,291.16,APPROVED
TRX-040953,2026-08-16,1468.35,APPROVED
TRX-025128,2026-08-28,353.79,APPROVED
TRX-008089,2026-09-02,213.40,APPROVED
TRX-007239,2026-08-21,1509.12,APPROVED
TRX-010532,2026-08-29,1992.65,APPROVED
TRX-020311,2026-09-03,731.22,APPROVED
TRX-011752,2026-09-03,1900.75,APPROVED
TRX-008862,2026-08-10,1136.79,APPROVED
TRX-021732,2026-08-30,1603.04,APPROVED
TRX-004465,2026-08-23,1504.75,APPROVED
TRX-015201,2026-09-01,1600.90,APPROVED
TRX-034682,2026-08-19,351.17,APPROVED
TRX-004619,2026-09-06,1484.89,APPROVED
TRX-036374,2026-08-23,1022.49,APPROVED
TRX-044510,2026-08-30,1505.94,REFUNDED
TRX-004146,2026-08-20,369.52,APPROVED
TRX-018230,2026-08-29,265.73,APPROVED
TRX-013338,2026-09-04,272.82,APPROVED
TRX-040941,2026-09-04,813.24,APPROVED
TRX-015483,2026-09-05,402.72,APPROVED
TRX-027100,2026-08-24,789.83,APPROVED
TRX-024747,2026-08-16,542.83,APPROVED
TRX-004232,2026-08-31,1051.80,APPROVED
TRX-023130,2026-08-19,103.29,APPROVED
TRX-012068,2026-08-12,738.87,APPROVED
TRX-044058,2026-08-10,298.25,CHARGEBACK
TRX-043111,2026-09-02,1057.15,REFUNDED
TRX-030812,2026-08-16,879.06,APPROVED
TRX-006328,2026-09-03,1107.04,APPROVED
TRX-002504,2026-08-16,1222.72,APPROVED
TRX-008384,2026-08-10,1764.47,APPROVED
TRX-041132,2026-08-21,576.49,APPROVED
TRX-018150,2026-08-10,384.89,APPROVED
TRX-036065,2026-08-13,455.01,APPROVED
TRX-033773,2026-08-19,797.36,APPROVED
TRX-014205,2026-08-25,1925.50,APPROVED
TRX-041737,2026-08-24,1488.09,APPROVED
TRX-026030,2026-08-09,1284.73,APPROVED
TRX-045153,2026-08-26,1001.34,CANCELLED
TRX-002210,2026-09-03,1658.22,APPROVED
TRX-009764,2026-09-03,708.19,APPROVED
TRX-018048,2026-08-20,1622.61,APPROVED
TRX-025511,2026-08-10,597.77,APPROVED
TRX-040061,2026-08-10,1077.47,APPROVED
TRX-024766,2026-09-05,1655.02,APPROVED
TRX-022207,2026-08-19,1377.57,APPROVED
TRX-023824,2026-08-09,279.07,APPROVED
TRX-020317,2026-08-27,1758.19,APPROVED
TRX-025927,2026-09-02,1425.58,APPROVED
TRX-027970,2026-09-04,1350.48,APPROVED
TRX-032833,2026-08-30,1621.89,APPROVED
TRX-000973,2026-08-25,1295.30,APPROVED
TRX-003509,2026-08-30,795.62,APPROVED
TRX-041123,2026-08-31,1365.38,APPROVED
TRX-001510,2026-09-06,970.65,APPROVED
TRX-033585,2026-08-22,1351.89,APPROVED
TRX-033233,2026-08-26,599.47,APPROVED
TRX-016437,2026-08-24,1937.62,APPROVED
TRX-000496,2026-09-04,835.62,APPROVED
TRX-038918,2026-08-19,25.10,APPROVED
TRX-036253,2026-08-24,658.37,APPROVED
TRX-004569,2026-08-25,705.06,APPROVED
TRX-013420,2026-08-11,829.20,APPROVED
TRX-045704,2026-08-17,344.45,CANCELLED
TRX-042017,2026-09-06,870.75,APPROVED
TRX-007293,2026-09-04,1271.37,APPROVED
TRX-045188,2026-08-25,296.10,CANCELLED
TRX-015545,2026-08-21,931.57,APPROVED
TRX-025308,2026-08-16,1018.04,APPROVED
TRX-022536,2026-08-12,478.29,APPROVED
TRX-033501,2026-08-19,1323.83,APPROVED
TRX-015588,2026-08-18,1328.56,APPROVED
TRX-016319,2026-08-27,1499.43,APPROVED
TRX-027861,2026-08-23,1620.10,APPROVED
TRX-040451,2026-08-25,1086.61,APPROVED
TRX-003328,2026-09-04,1732.38,APPROVED
TRX-044710,2026-08-14,760.09,REFUNDED
TRX-008373,2026-08-18,1415.07,APPROVED
TRX-004839,2026-08-17,537.97,APPROVED
TRX-036049,2026-08-13,914.54,APPROVED
TRX-003433,2026-08-25,1854.00,APPROVED
TRX-039573,2026-08-24,308.53,APPROVED
TRX-036109,2026-08-22,306.05,APPROVED
TRX-032638,2026-08-12,1978.42,APPROVED
TRX-002545,2026-08-16,1848.04,APPROVED
TRX-012881,2026-08-13,983.39,APPROVED
TRX-015935,2026-08-10,316.13,APPROVED
TRX-033451,2026-08-31,796.91,APPROVED
TRX-020955,2026-09-03,1329.39,APPROVED
TRX-004776,2026-09-02,1300.28,APPROVED
TRX-014334,2026-09-03,67.58,APPROVED
TRX-040333,2026-08-22,1485.47,APPROVED
TRX-001692,2026-08-18,609.22,APPROVED
TRX-044383,2026-08-14,1314.03,REFUNDED
TRX-016014,2026-09-05,1161.84,APPROVED
TRX-035403,2026-09-05,1366.37,APPROVED
TRX-028761,2026-08-08,1004.15,APPROVED
TRX-027558,2026-08-14,604.78,APPROVED
TRX-035723,2026-08-31,1122.87,APPROVED
TRX-039419,2026-08-24,1204.27,APPROVED
TRX-039065,2026-08-15,1696.19,APPROVED
TRX-015390,2026-08-31,768.38,APPROVED
TRX-010253,2026-09-03,1685.71,APPROVED
TRX-030554,2026-09-05,1974.17,APPROVED
TRX-011048,2026-08-31,1991.90,APPROVED
TRX-001177,2026-08-23,971.02,APPROVED
TRX-031253,2026-09-05,436.19,APPROVED
TRX-022919,2026-08-19,1498.94,APPROVED
TRX-039318,2026-08-08,1870.03,APPROVED
TRX-032674,2026-08-15,32.45,APPROVED
TRX-022846,2026-09-03,1855.25,APPROVED
TRX-023515,2026-09-01,1298.80,APPROVED
TRX-045990,2026-08-08,126.41,CANCELLED
TRX-000913,2026-09-01,1827.33,APPROVED
TRX-004664,2026-08-17,161.86,APPROVED
TRX-023265,2026-09-03,122.13,APPROVED
TRX-008196,2026-09-04,1421.19,APPROVED
TRX-031679,2026-08-15,818.13,APPROVED
TRX-014393,2026-08-13,729.78,APPROVED
TRX-010701,2026-08-11,666.89,APPROVED
TRX-036727,2026-09-02,930.41,APPROVED
TRX-035807,2026-08-13,162.49,APPROVED
TRX-015961,2026-09-06,1433.38,APPROVED
TRX-001518,2026-08-12,1147.82,APPROVED
TRX-023983,2026-08-08,14.86,APPROVED
TRX-004424,2026-09-05,962.08,APPROVED
TRX-031881,2026-08-27,1978.93,APPROVED
TRX-043223,2026-08-27,301.97,DECLINED
TRX-002399,2026-08-10,298.85,APPROVED
TRX-033159,2026-09-04,1238.02,APPROVED
TRX-022352,2026-09-02,199.35,APPROVED
TRX-018202,2026-08-26,1566.06,APPROVED
TRX-044690,2026-08-29,1164.59,REFUNDED
TRX-006424,2026-08-27,1729.55,APPROVED
TRX-025387,2026-08-15,133.72,APPROVED
TRX-036560,2026-08-30,1846.91,APPROVED
TRX-025840,2026-09-06,1179.07,APPROVED
TRX-020877,2026-08-18,1614.15,APPROVED
TRX-016016,2026-09-01,1161.41,APPROVED
TRX-009038,2026-08-10,549.00,APPROVED
TRX-021556,2026-08-23,396.55,APPROVED
TRX-013157,2026-08-30,345.88,APPROVED
TRX-002573,2026-08-20,1196.28,APPROVED
TRX-036254,2026-08-16,1820.71,APPROVED
TRX-025844,2026-08-13,754.55,APPROVED
TRX-018991,2026-08-30,1793.80,APPROVED
TRX-012496,2026-09-04,407.45,APPROVED
TRX-045855,2026-08-19,899.99,CANCELLED
TRX-017548,2026-08-12,903.66,APPROVED
TRX-042591,2026-08-24,315.11,APPROVED
TRX-018054,2026-09-02,1276.38,APPROVED
TRX-017412,2026-09-03,156.94,APPROVED
TRX-036986,2026-08-09,1124.48,APPROVED
TRX-032387,2026-08-15,35.04,APPROVED
TRX-028128,2026-08-10,14.99,APPROVED
TRX-037300,2026-08-15,1070.41,APPROVED
TRX-023213,2026-08-27,1544.15,APPROVED
TRX-012804,2026-08-18,1301.53,APPROVED
TRX-027812,2026-08-10,780.89,APPROVED
TRX-025600,2026-08-19,1068.40,APPROVED
TRX-010505,2026-09-04,1759.90,APPROVED
TRX-013724,2026-09-02,1223.40,APPROVED
TRX-042622,2026-08-16,1138.16,APPROVED
TRX-024589,2026-08-08,1233.64,APPROVED
